Company,Company Country,India Investment Location,Region,Year,Month,Date,Category,Investment ($),Investmen(INR),Description,Link,State Investment/Variety Notes,Partnership
TCL,China,Andhra Pradesh,South,2020,January,20-Jan,Technology/Electronics,"$301,739,900.00","22,000,000,000.00",China's TCL to feed US Make-in-India TVs,https://timesofindia.indiatimes.com/business/india-business/chinas-tcl-to-feed-us-make-in-india-tvs/articleshow/73164451.cms,,
Boeing,United States,India,,2020,January,20-Jan,Military/Space,"$930,000,000.00","67,806,765,000.00",Deadly AH-64E Apache attack helicopters to be made in India,https://www.financialexpress.com/defence/deadly-ah-64e-apache-attack-helicopters-to-be-made-in-india/1838359/,,
Amazon,United States,India,,2020,January,20-Jan,General Goods,"$5,000,000,000.00","364,552,500,000.00","With its global footprint, Amazon to export $10 billion of 'Make in India' goods by 2025: Jeff Bezos",https://timesofindia.indiatimes.com/business/india-business/with-its-global-footprint-amazon-to-export-10-billion-of-make-in-india-goods-by-2025-jeff-bezos/articleshow/73266502.cms,,
Panasonic,Japan,Tamil Nadu,South,2020,January,20-Jan,General Goods,"$82,292,700.00","6,000,000,000.00",Panasonic Life to invest Rs 600 crore for electrical equipment near Chennai,https://www.business-standard.com/article/companies/panasonic-life-to-invest-rs-600-crore-for-electrical-equipment-near-chennai-120011100425_1.html,,
Suzuki,Japan,Gujarat,West,2020,January,20-Jan,Automobiles,"$509,528,967.50","37,150,000,000.00","Suzuki JV to invest  ₹3,715 crore in second phase of battery venture",https://www.livemint.com/companies/news/suzuki-jv-to-invest-3-715-crore-in-second-phase-of-battery-venture-11577900471545.html,,
Bounce Inc,Australia,India,,2020,January,20-Jan,General Goods,"$27,430,900.00","2,000,000,000.00",Australian Trampoline Park to Invest INR 150-200 Crore Across India,https://www.entrepreneur.com/article/345247,,
PayU,Netherlands,India,,2020,January,20-Jan,Businesses/Startups,"$38,403,260.00","2,800,000,000.00",Prosus' PayU To Invest R2.8bn In A New Credit Business In India,https://www.techfinancials.co.za/2020/01/10/prosus-payu-to-invest-r2-8bn-in-a-new-credit-business-in-india/,,
Panasonic,Japan,Andhra Pradesh,South,2020,January,20-Jan,Industry,"$40,323,423.00","2,940,000,000.00",Panasonic to invest ₹294 crore on electrical plant,https://www.thehindu.com/news/national/andhra-pradesh/panasonic-to-invest-294-crore-on-electrical-plant/article30537937.ece,,
Adani,India,India,,2020,January,20-Jan,Infrastructure,"$1,234,390,500.00","90,000,000,000.00","Adani Gas to invest Rs 9,000 cr on distribution networks over next 10 years",https://www.financialexpress.com/industry/adani-gas-to-invest-rs-9000-cr-on-distribution-networks-over-next-10-years/1832018/,,
GAIL,India,India,,2020,January,20-Jan,Infrastructure,"$6,171,952,500.00","450,000,000,000.00","GAIL to invest over  ₹45,000 cr to create infrastructure for gas-based economy",https://www.livemint.com/news/india/gail-to-invest-over-rs-45-000-cr-to-create-infrastructure-for-gas-based-economy-11579701560989.html,,
Mastercard,United States,India,,2020,January,20-Jan,Technology/Electronics,"$1,000,000,000.00","72,910,500,000.00",Mastercard to invest $1 bn in India over 5 years towards tech development,https://www.business-standard.com/article/companies/mastercard-to-invest-1-bn-in-india-over-3-years-towards-tech-development-120011700869_1.html,,
Embassy Group,India,India,,2020,January,20-Jan,Infrastructure,"$274,309,000.00","20,000,000,000.00","Embassy Group to invest  ₹2,000 cr to set up co-living facilities in top 6 cities",https://www.livemint.com/companies/news/embassy-group-to-invest-2-000-cr-to-set-up-co-living-facilities-in-top-6-cities-11579606981756.html,,
Stone Sapphire,India,India,,2020,January,20-Jan,General Goods,"$54,861,800.00","4,000,000,000.00","Stone Sapphire to invest Rs 400cr in distribution, expanding toy OEMs",https://www.outlookindia.com/newsscroll/stone-sapphire-to-invest-rs-400cr-in-distribution-expanding-toy-oems/1714165,,
Oppo,China,Uttar Pradesh,North,2020,January,20-Jan,Technology/Electronics,"$301,739,900.00","22,000,000,000.00","Boost for Make in India: Oppo to make India its export hub, investing Rs 2,200 crore in manufacturing",https://www.financialexpress.com/industry/technology/boost-for-make-in-india-oppo-to-make-india-its-export-hub-investing-rs-2200-crore-in-manufacturing/1809978/,,
Samsung,South Korea,Uttar Pradesh,North,2020,January,20-Jan,Technology/Electronics,"$500,000,000.00","36,455,250,000.00",Samsung invests $500 million for new smartphone display manufacturing plant in India,https://www.thehindubusinessline.com/info-tech/samsung-invests-500-million-for-new-smartphone-display-manufacturing-plant-in-india/article30605865.ece,,
Public Investment Fund of Saudi Arabia,Saudi Arabia,JIO/Reliance,,2020,February,20-Feb,JIO/Reliance,"$1,000,000,000.00","72,910,500,000.00",Saudi Arabia's Public Investment Fund looks to invest up to $1 billion in Jio's fibre assets,https://economictimes.indiatimes.com/tech/internet/saudi-arabias-public-investment-fund-looks-to-invest-up-to-1-billion-in-jios-fibre-assets/articleshow/77665968.cms,,
Google,United States,JIO/Reliance,,2020,February,20-Feb,JIO/Reliance,"$4,500,000,000.00","328,097,250,000.00",Jio to develop an entry-level affordable smartphone in partnership with Google,https://economictimes.indiatimes.com/tech/hardware/jio-to-develop-an-affordable-4g-and-5g-smartphone-in-partnership-with-google/articleshow/76977801.cms,,
Petrotec,Portugal,Gujarat,West,2020,February,20-Feb,Industry,"$3,500,000.00","255,186,750.00",Petrotec invests 3 million in fuel pump plant in India,https://www.dinheirovivo.pt/economia/petrotec-investe-3-milhoes-em-fabrica-de-bombas-de-combustivel-na-india-12779407.html,,
GP Petroleums,India,Gujarat,West,2020,February,20-Feb,Industry,"$1,371,545.00","100,000,000.00",GP Petroleums To Invest Rs 100 Crore In Greenfield Plant At Gujarat,http://www.businessworld.in/article/GP-Petroleums-To-Invest-Rs-100-Crore-In-Greenfield-Plant-At-Gujarat/18-02-2020-184441/,,
PepsiCo,United States,Assam,Northeast,2020,February,20-Feb,General Goods,"$54,861,800.00","4,000,000,000.00",PepsiCo to invest Rs 400 cr in Assam to set up manufacturing unit,https://economictimes.indiatimes.com/industry/cons-products/food/pepsico-to-invest-rs-400-cr-in-assam-to-set-up-manufacturing-unit/articleshow/74329123.cms?from=mdr,,
RJ Corp,India,India,,2020,February,20-Feb,General Goods,"$137,154,500.00","10,000,000,000.00","RJ Corp firm DIL to invest Rs 1,000 cr in 5 yrs; Yum! Restaurants picks stake",https://www.outlookindia.com/newsscroll/rj-corp-firm-dil-to-invest-rs-1000-cr-in-5-yrs-yum-restaurants-picks-stake/1730462,,
Freudenberg Group,Germany,Punjab,North,2020,February,20-Feb,Automobiles,"$54,861,800.00","4,000,000,000.00",Germany-based Freudenberg Group to invest  ₹400 crore in Punjab,https://www.livemint.com/news/india/germany-based-freudenberg-group-to-invest-400-crore-in-punjab-11582038068878.html,,
Variety,India,India,,2020,February,20-Feb,Industry,"$13,509,718,250.00","985,000,000,000.00","ONGC, IOC, other oil PSUs to invest over Rs 98,500 crore in FY21",https://www.businesstoday.in/current/corporate/ongc-ioc-other-oil-psus-to-invest-over-rs-98500-crore-in-fy21/story/395309.html,,
Microsoft,United States,Uttar Pradesh,Test,2020,February,20-Feb,Technology/Electronics,,,"Microsoft opens R&D center in Noida, its third in India",https://economictimes.indiatimes.com/tech/software/microsoft-opens-rd-center-in-noida-its-third-in-india/articleshow/74170606.cms,,
Henkel,Germany,India,,2020,February,20-Feb,General Goods,"$54,861,800.00","4,000,000,000.00",Henkel to invest Rs 400 crore on India expansion plan,https://www.financialexpress.com/industry/henkel-to-invest-rs-400-crore-on-india-expansion-plan/1856189/,,
Indian Oil,India,Karnataka,South,2020,February,20-Feb,Industry,"$68,577,250.00","5,000,000,000.00",Indian Oil to invest ₹500 crore in Karnataka,https://www.thehindu.com/news/national/karnataka/indian-oil-to-invest-500-crore-in-karnataka/article30832716.ece,,
Hero Cycles,India,Punjab,North,2020,February,20-Feb,Infrastructure,"$34,288,625.00","2,500,000,000.00",Hero Cycles to invest Rs 250 cr to set up eCycle valley in Punjab,https://www.business-standard.com/article/pti-stories/hero-cycles-to-invest-rs-250-cr-to-set-up-ecycle-valley-in-punjab-120020601742_1.html,,
Hero Motocorp,India,India,,2020,February,20-Feb,R&D/Medical,"$1,371,545,000.00","100,000,000,000.00",Hero Motocorp to invest Rs 10k cr in R&D,https://www.indiatvnews.com/business/news-hero-motocorp-to-invest-rs-10k-cr-in-r-d-590028,,
Great Wall Motors,China,India,,2020,February,20-Feb,Automobiles,"$1,000,000,000.00","72,910,500,000.00",China's largest SUV maker Great Wall commits $1 bn investment in India,https://www.business-standard.com/article/companies/china-s-largest-suv-maker-great-wall-commits-1-bn-investment-in-india-120020500998_1.html,,
Maruti Suzuki,India,Haryana,North,2020,February,20-Feb,Automobiles,"$548,618,000.00","40,000,000,000.00","Maruti Suzuki to invest ₹4,000 crore this year on new models: Ayukawa",https://www.thehindubusinessline.com/companies/maruti-aims-to-sell-1-million-green-cars-this-decade/article30740015.ece,,
Haldia Petrochemicals,India,Tamil Nadu,South,2020,February,20-Feb,Industry,"$6,857,725,000.00","500,000,000,000.00","Haldia Petrochemicals set to invest ₹50,000 crore",https://www.thehindu.com/news/national/tamil-nadu/haldia-petrochemicals-set-to-invest-50000-crore/article30766425.ece,,
Salom,Taiwan,Andhra Pradesh,South,2020,March,20-Mar,Technology/Electronics,"$13,715,450.00","1,000,000,000.00","To temper dependence on China, Tiwanese firm Salom to invest 100 crore in Indian unit",https://www.thehindubusinessline.com/info-tech/to-temper-dependence-on-china-taiwanese-firm-salom-to-invest-100-crore-in-indian-unit/article30964230.ece,,
IMR Metallurgical,Switzerland,Andhra Pradesh,South,2020,March,20-Mar,Industry,"$1,645,854,000.00","120,000,000,000.00","Swiss company IMR Metallurgical to invest Rs 12,000 crore in Andhra steel plant",https://www.financialexpress.com/industry/swiss-company-imr-metallurgical-to-invest-rs-12000-crore-in-andhra-steel-plant/1890213/,,
Motilal Oswal PE,India,Businesses/Startups,,2020,March,20-Mar,Businesses/Startups,"$32,917,080.00","2,400,000,000.00",Motilal Oswal PE fund to invest up to Rs 240 crore in Molbio Diagnostics,https://economictimes.indiatimes.com/markets/stocks/news/motilal-oswal-pe-fund-to-invest-up-to-rs-240-crore-in-molbio-diagnostics/articleshow/74480887.cms,,
Stanza Living,India,India,,2020,March,20-Mar,Infrastructure,"$20,573,175.00","1,500,000,000.00",Stanza Living to invest  ₹150 crore to tap working professionals segment,https://www.livemint.com/companies/start-ups/stanza-living-to-invest-rs-150-crore-to-tap-working-professionals-segment-11583319689766.html,,
Asian Development Bank,International,Businesses/Startups,,2020,March,20-Mar,Businesses/Startups,"$100,000,000.00","7,291,050,000.00",Asian Development Bank to invest $100 million in NIIF's fund of funds,https://www.business-standard.com/article/economy-policy/asian-development-bank-to-invest-100-million-in-niif-s-fund-of-funds-120033000349_1.html,,
Facebook,United States,JIO/Reliance,,2020,April,20-Apr,JIO/Reliance,"$5,700,000,000.00","415,589,850,000.00","Facebook invests $5.7 billion in Jio, takes 10 per cent share: 5 key points to know",https://www.indiatoday.in/technology/features/story/facebook-invests-5-7-billion-in-jio-takes-10-percent-share-5-key-points-to-know-1669633-2020-04-22,,
Hyundai Mobis,South Korea,Telangana,Test,2020,April,20-Apr,Automobiles,,,"Hyundai Mobis expands its technical center in Hyderabad, India to strengthen software development of future vehicles",https://www.prnewswire.com/news-releases/hyundai-mobis-expands-its-technical-center-in-hyderabad-india-to-strengthen-software-development-of-future-vehicles-301039782.html,,
Philips,Netherlands,India,,2020,May,20-May,Technology/Electronics,"$41,146,350.00","3,000,000,000.00","Philips to invest Rs 300 crore in India manufacturing, R&D",https://economictimes.indiatimes.com/industry/cons-products/electronics/philips-to-invest-rs-300-crore-in-india-manufacturing-rd/articleshow/75695474.cms,,
Kia Motors,South Korea,Andhra Pradesh,South,2020,May,20-May,Automobiles,"$54,861,800.00","4,000,000,000.00",Make in India: Kia Motors will invest over ₹400 crores in Andhra Pradesh plant,"https://www.timesnownews.com/auto/car-news/article/make-in-india-kia-motors-will-invest-over-400-crores-in-andhra-pradesh-plant/598665#:~:text=This%20is%2C%20of%20course%2C%20not,3%20lakh%20units%20per%20annum",,
Daimler,Germany,Tamil Nadu,South,2020,May,20-May,Automobiles,"$312,300,796.50","22,770,000,000.00","Daimler to invest Rs 2,277 crore to ramp up production of trucks, buses at Oragadam plant",https://www.financialexpress.com/auto/commercial-vehicles/daimler-to-invest-rs-2277-crore-to-ramp-up-production-of-trucks-buses-at-oragadam-plant-dicv-india-exports-make-in-india/1974659/,,
Variety,Variety,Rajasthan,Test,2020,May,20-May,State Investment,,,Rajasthan government woos companies leaving China after coronavirus,https://www.newindianexpress.com/nation/2020/may/10/rajasthan-government-woos-companies-leaving-china-after-coronavirus-2141620.html,,
Lava,India,India,,2020,May,20-May,Technology/Electronics,"$109,723,600.00","8,000,000,000.00","Lava to shift operations from China to India, invest Rs 800 crore in 5 years",https://www.financialexpress.com/industry/lava-to-shift-operations-from-china-to-india-invest-rs-800-crore-in-5-years/1960602/,,
Variety,Variety,Tamil Nadu,South,2020,May,20-May,State Investment,"$2,057,317,500.00","150,000,000,000.00","Tamil Nadu signs MoUs worth over Rs 15,000 crore to generate 47,000 jobs",https://www.business-standard.com/article/companies/tamil-nadu-signs-mous-worth-over-rs-15-000-crore-to-generate-47-000-jobs-120052700397_1.html,,
Vista Equity Partners,United States,JIO/Reliance,,2020,May,20-May,JIO/Reliance,"$1,500,000,000.00","109,365,750,000.00",Vista Equity Partners to invest $1.5B in India's Reliance Jio Platforms,https://techcrunch.com/2020/05/07/reliance-jio-platforms-vista-equity-partners/,,
KKR,United States,JIO/Reliance,,2020,May,20-May,JIO/Reliance,"$1,500,000,000.00","109,365,750,000.00",KKR to invest $1.5 billion in India's Reliance Jio Platforms,https://techcrunch.com/2020/05/21/kkr-invests-1-5-billion-in-indias-reliance-jio-platforms/,,
General Atlantic,United States,JIO/Reliance,,2020,May,20-May,JIO/Reliance,"$870,000,000.00","63,432,135,000.00",General Atlantic to invest $870M in India's Reliance Jio Platforms,https://techcrunch.com/2020/05/17/general-atlantic-reliance-jio-platforms/,,
Silver Lake,United States,JIO/Reliance,,2020,May,20-May,JIO/Reliance,"$747,000,000.00","54,464,143,500.00",Silver Lake to invest $747M in India's Jio Platforms,https://techcrunch.com/2020/05/03/silver-lake-jio-platforms/,,
WeWork Global,United States,Businesses/Startups,,2020,June,20-Jun,Businesses/Startups,"$100,000,000.00","7,291,050,000.00",WeWork Global to invest $100 million in India business,https://www.livemint.com/companies/start-ups/wework-global-to-invest-100-million-in-india-business-11591363645406.html,,
Thomson-CSF,France,India,,2020,June,20-Jun,Technology/Electronics,"$137,154,500.00","10,000,000,000.00","Thomson to invest Rs 1,000 cr in Indian market over next 5 years",https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/consumer-electronics/thomson-to-invest-rs-1000-cr-in-indian-market-over-next-5-years/76466223,,
Apollo Tyres,India,Andhra Pradesh,South,2020,June,20-Jun,Industry,"$521,187,100.00","38,000,000,000.00","Apollo Tyres commissions Andhra plant, to invest ₹3800 crore in phase-1",https://www.livemint.com/news/india/apollo-tyres-commissions-andhra-plant-to-invest-rs-3800-crore-in-phase-1-11593088891739.html,,
Mahandani Coalfields,India,Odisha,East,2020,June,20-Jun,Industry,"$8,229,270,000.00","600,000,000,000.00","Mahanadi Coal Fields to invest Rs 60,000 crore in Odisha",https://www.businesstoday.in/current/economy-politics/mahanadi-coal-fields-to-invest-rs-60000-crore-in-odisha/story/407559.html,,
Microsoft,United States,India,Test,2020,June,20-Jun,Technology/Electronics,,,"Microsoft to hire, invest in data centres",https://timesofindia.indiatimes.com/business/india-business/ms-to-hire-invest-in-data-centres/articleshow/76377642.cms,,
Samsung,South Korea,Telangana,Test,2020,June,20-Jun,Technology/Electronics,,,Samsung and OnePlus to manufacture their TVs in India,https://www.opindia.com/2020/06/samsung-oneplus-manufacture-tvs-india-reports/,,
OnePlus,China,Telangana,Test,2020,June,20-Jun,Technology/Electronics,,,Samsung and OnePlus to manufacture their TVs in India,https://www.opindia.com/2020/06/samsung-oneplus-manufacture-tvs-india-reports/,,
British Petroleum,United Kingdom,Maharashtra,Test,2020,June,20-Jun,Industry,,,"British Petroleum to set up new centre in Pune by 2021; hire 2,000",https://www.financialexpress.com/industry/british-petroleum-to-set-up-operations-in-pune-by-2021-hire-2000/1996387/,,
The Executive Centre,Hong Kong,India,,2020,June,20-Jun,Infrastructure,"$13,715,450.00","1,000,000,000.00",The Executive Centre to invest Rs 100 cr on setting up 5 new co-working facilities in India,https://www.financialexpress.com/industry/the-executive-centre-to-invest-rs-100-cr-on-setting-up-5-new-co-working-facilities-in-india/1994532/,,
Gojo,Japan,Businesses/Startups,,2020,June,20-Jun,Businesses/Startups,"$17,830,085.00","1,300,000,000.00",Japan's Gojo invests Rs 130 crore in Indian financial companies during lockdown,https://economictimes.indiatimes.com/markets/stocks/news/japans-gojo-invests-rs-130-crore-in-indian-financial-companies-during-lockdown/articleshow/76207259.cms,,
Mubadala,United Arab Emirates,JIO/Reliance,,2020,June,20-Jun,JIO/Reliance,"$1,200,000,000.00","87,492,600,000.00",Abu Dhabi's Mubadala to invest $1.2 billion in Reliance's Jio Platforms,https://economictimes.indiatimes.com/news/international/business/abu-dhabis-mubadala-to-invest-1-2-billion-in-reliances-jio-platforms/articleshow/76205870.cms,,
Hitachi,Japan,Gujarat,West,2020,July,20-Jul,Infrastructure,"$15,900,000.00","1,159,276,950.00",Hitachi wins order of transformers for 400 locomotives in India,"https://www.japantimes.co.jp/news/2020/07/13/business/corporate-business/hitachi-trains-india/#::text=NEW%20DELHI%20%E2%80%93%20Hitachi%20Ltd.',billion%20rupees%20(%2415.9%20million)",,
MasterCard,United States,Businesses/Startups,,2020,July,20-Jul,Businesses/Startups,"$34,288,625.00","2,500,000,000.00",Mastercard to invest ₹250 cr to help Indian SMEs amid COVID-19 crisis,https://www.livemint.com/companies/news/mastercard-to-invest-rs-250-cr-to-help-indian-smes-amid-covid-19-crisis-11594302149733.html,,
Qualcomm,United States,JIO/Reliance,,2020,July,20-Jul,JIO/Reliance,"$100,122,785.00","7,300,000,000.00",Qualcomm Ventures commits to invest up to ₹730 cr. in Jio Platforms,https://www.thehindu.com/business/Industry/qualcomm-ventures-commits-to-invest-up-to-730-cr-in-jio-platforms/article32061355.ece,,
Welspun Flooring,India,Telangana,South,2020,July,20-Jul,Industry,"$150,869,950.00","11,000,000,000.00",Welspun Flooring Limited launches Rs 1100 crore manufacturing facility in Telangana,https://economictimes.indiatimes.com/news/company/corporate-trends/welspun-flooring-limited-launches-rs-1100-crore-manufacturing-facility-in-telangana/articleshow/77167953.cms,,
Intel,United States,JIO/Reliance,,2020,July,20-Jul,JIO/Reliance,"$253,500,000.00","18,482,811,750.00",Intel to invest $253.5 million in India's Reliance Jio Platforms,https://techcrunch.com/2020/07/02/intel-to-invest-253-5-million-in-indias-reliance-jio-platforms/,,
ReNew Power,India,India,,2020,July,20-Jul,Industry,"$274,309,000.00","20,000,000,000.00","ReNew Power will invest ₹2000 crore in manufacturing solar cells in India— promises 2,000 direct jobs",https://www.businessinsider.in/business/news/renew-power-will-invest-2000-crore-in-manufacturing-solar-cells-in-india-promises-2000-direct-jobs/articleshow/76997787.cms,,
Vikram Solar,India,Tamil Nadu,South,2020,July,20-Jul,Industry,"$726,000,000.00","52,933,023,000.00",Vikram to invest $726 million to make solar equipment,https://economictimes.indiatimes.com/markets/stocks/news/vikram-to-invest-726-million-to-make-solar-equipment/articleshow/77087125.cms,,
Foxconn,Taiwan,Tamil Nadu,South,2020,July,20-Jul,Technology/Electronics,"$1,000,000,000.00","72,910,500,000.00",Apple supplier Foxconn to invest $1 billion in India,https://timesofindia.indiatimes.com/business/india-business/apple-supplier-foxconn-to-invest-1-billion-in-india-report/articleshow/76900040.cms,,
Walmart,United States,Businesses/Startups,,2020,July,20-Jul,Businesses/Startups,"$1,200,000,000.00","87,492,600,000.00",Walmart leads $1.2 billion investment in India's Flipkart,"https://techcrunch.com/2020/07/14/walmart-invests-additional-1-2-billion-in-indias-flipkart-to-increase-stake/#:~:text=Walmart%20is%20increasing%20its%20majority,the%20Indian%20e%2Dcommerce%20giant",,
ArcelorMittal,Luxembourg,Gujarat,West,2020,July,20-Jul,Industry,"$2,743,090,000.00","200,000,000,000.00","ArcelorMittal Group to invest Rs 20,000 crore on capacity expansion and infrastructure in Gujarat",https://economictimes.indiatimes.com/industry/indl-goods/svs/steel/arcelormittal-group-to-invest-rs-20000-crore-on-capacity-expansion-and-infrastructure-in-gujarat/articleshow/76755330.cms?utm_source=ETMyNews&utm_medium=ASMN&utm_campaign=AL1&utm_content=9,,
Google,United States,India,,2020,July,20-Jul,Technology/Electronics,"$10,000,000,000.00","729,105,000,000.00",Google to invest $10 billion in India,https://techcrunch.com/2020/07/13/google-to-invest-10-billion-in-india/,,
Samsung,South Korea,Uttar Pradesh,Test,2020,July,20-Jul,Technology/Electronics,,,Samsung starts manufacturing smartwatches in India,https://cio.economictimes.indiatimes.com/news/consumer-tech/samsung-starts-manufacturing-smartwatches-in-india/76885021,,
Variety,Variety,Uttar Pradesh,Test,2020,July,20-Jul,State Investment,,,Good news for UP! Over half a dozen Japanese companies keen to invest in Uttar Pradesh,https://www.financialexpress.com/economy/good-news-for-up-over-half-a-dozen-japanese-companies-keen-to-invest-in-uttar-pradesh/2031335/lite/?__twitter_impression=true,,
Britannia,India,India,,2020,July,20-Jul,General Goods,"$96,008,150.00","7,000,000,000.00",Britannia to invest Rs 700 crore to set up five new factories in over 2 years,https://www.indiatvnews.com/business/news-britannia-to-invest-rs-700-crore-to-set-up-five-new-factories-in-over-2-years-635775,,
Wiserfunding,United Kingdom,India,,2020,August,20-Aug,Technology/Electronics,"$5,000,000.00","364,552,500.00","UK fintech Wiserfunding to enter India, will invest up to $ 5 million",https://www.moneycontrol.com/news/business/startup/uk-fintech-wiserfunding-to-enter-india-will-invest-up-to-5-million-5638381.html,,
Kodak,United States,Uttar Pradesh,North,2020,August,20-Aug,Technology/Electronics,"$68,577,250.00","5,000,000,000.00",Kodak TV to investing ₹500 crores to set up a fully-automated television manufacturing plant,https://www.inventiva.co.in/stories/shreyaroy/kodak-tv-to-investing-%E2%82%B9500-crores-to-set-up-a-fully-automated-television-manufacturing-plant/,,
Micromax,India,India,,2020,August,20-Aug,Technology/Electronics,"$68,577,250.00","5,000,000,000.00","Micromax to invest ₹500 crore in R&D, manufacturing backed by India's PLI scheme",https://economictimes.indiatimes.com/tech/hardware/micromax-to-invest-500-crore-in-rd-manufacturing-backed-by-indias-pli-scheme/articleshow/77532290.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst,,
Medtronic,United States,Telangana,South,2020,August,20-Aug,R&D/Medical,"$164,585,400.00","12,000,000,000.00","Medtronic to invest Rs 1200 crores over five years, make its Hyderabad R&D centre largest outside US",https://www.deccanherald.com/business/business-news/medtronic-to-invest-rs-1200-crores-over-five-years-make-its-hyderabad-rd-centre-largest-outside-us-872180.html,,
Nokia,Finland,India,,2020,August,20-Aug,Technology/Electronics,"$230,000,000.00","16,769,415,000.00",Nokia Phone Maker HMD Global Set To Invest Large Part Of Newly Raised $230 Million Fund To Turn India Into Its Export Hub,https://swarajyamag.com/insta/nokia-phone-maker-hmd-global-set-to-invest-large-part-of-newly-raised-230-million-fund-to-turn-india-into-its-export-hub,,
Tata Motors,India,Karnataka,South,2020,August,20-Aug,Automobiles,"$279,795,180.00","20,400,000,000.00","Karnataka govt gives nod to Tata Motors to invest ₹2,040 crore in Dharwad plant",https://www.thehindubusinessline.com/news/national/karnataka-govt-gives-nod-to-tata-motors-to-invest-2040-crore-in-dharwad-plant/article32287883.ece,,
Edison Motors,South Korea,Uttar Pradesh,North,2020,August,20-Aug,Automobiles,"$685,772,500.00","50,000,000,000.00","South Korean EV maker Edison to invest up to Rs 5,000 cr in UP, create 5,000 jobs",https://wap.business-standard.com/article-amp/companies/South Korean-ev-maker-edison-to-invest-up-to-rs-5-000-cr-in-up-create-5-000-jobs-120081701255_1.html?__twitter_impression=true,,
ATL,Japan,Haryana,North,2020,August,20-Aug,Industry,"$960,081,500.00","70,000,000,000.00","Lithium-Ion Battery Maker ATL Buys 180 Acres Of Land In Haryana; Plans To Invest Rs 7,000 Crore In India",https://swarajyamag.com/insta/lithium-ion-battery-maker-atl-buys-180-acres-of-land-in-haryana-plans-to-invest-rs-7000-crore-in-india,,
Indian Oil,India,Odisha,East,2020,August,20-Aug,Industry,"$1,893,417,872.50","138,050,000,000.00",IOCL To Invest Rs 13805 Crore To Set Up New Plant In Odisha's Paradip,https://www.financialexpress.com/industry/iocl-to-invest-rs-13805-crore-to-set-up-new-plant-in-odishas-paradip/2042734/lite/?__twitter_impression=true,,
Variety,Variety,Karnataka,South,2020,August,20-Aug,State Investment,"$3,840,326,000.00","280,000,000,000.00","Karnataka attracted investments worth ₹28,000 crore amid pandemic",https://www.thehindubusinessline.com/news/karnataka-attracted-investments-worth-28000-crore-amid-pandemic/article32278807.ece,"-Hindustan Petroleum Corporation investing ₹680 crore for laying of pipeline from Hassan to Secunderabad through Arsikere, Tiptur, Chikkanayakanahalli Hiriyur and Sira for transportation of LPG.
-Siemens Healthcare will purchase 7.5 acres of land worth ₹1085.30 crore at Bommasandra industrial area to set up research and experimental development services in inter-disciplinary and IT services such as software design application and development services.
-JSW Vijayanagar Metallics Ltd will invest ₹13,026 crorein a 602-acre land sub-leased from JSW Steel in Sandur.
-JSW Energy will invest ₹976.79 crore in a 225-mw solar power plant. 
-Epsilon Carbon will invest ₹900 crore in coal tar distillation and  addition of carbon black in Bellary.
-Vanya Steels Pvt Ltd, will invest ₹661 crore in ore beneficiation and rolling mill oxygen plant cement grinding unit of 34 MW.",
HP,United States,Tamil Nadu,Test,2020,August,20-Aug,Technology/Electronics,,,Boost To Make In India: HP Starts PC Manufacturing Operations At Its Sriperumbudur Facility In Tamil Nadu,https://swarajyamag.com/insta/boost-to-make-in-india-hp-starts-pc-manufacturing-operations-at-its-sriperumbudur-facility-in-tamil-nadu,,
JSW Group,India,Odisha,East,2020,August,20-Aug,Industry,"$13,715,450,000.00","1,000,000,000,000.00",JSW group to invest Rs 1 lakh crore in Odisha over 10 years,https://www.hindustantimes.com/india-news/jsw-group-to-invest-rs-1-lakh-crore-in-odisha-over-10-years/story-lFhe65tKs00XHrOgD155sK.html,,
Ultratech Cement,India,India,,2020,August,20-Aug,Industry,"$205,731,750.00","15,000,000,000.00",Ultratech to invest ₹1500 crore in capex in FY21: Kumar Mangalam Birla,https://www.livemint.com/companies/news/ultratech-to-invest-1500-crore-in-capex-in-fy21-kumar-mangalam-birla-11597239952216.html,,
Jio,India,West Bengal,East,2020,August,20-Aug,Technology/Electronics,"$137,154,500.00","10,000,000,000.00","Mukesh Ambani-led Reliance Jio to invest over Rs 1,000 crore in West Bengal",https://www.businesstoday.in/current/economy-politics/reliance-jio-investment-in-west-bengal-mamata-banerjee-cable-landing-station/story/414345.html,,
Lenskart,India,,,2020,August,20-Aug,General Goods,"$52,118,710.00","3,800,000,000.00","Lenskart to invest Rs 380cr in 2nd plant, sales go past Titan Eyeplus",https://timesofindia.indiatimes.com/business/india-business/lenskart-to-invest-rs-380cr-in-2nd-plant-sales-go-past-titan-eyeplus/articleshow/77750050.cms,,
Deutsche Bank,Germany,India,,2020,August,20-Aug,General Goods,"$370,317,150.00","27,000,000,000.00","Deutsche Bank infuses Rs 2,700 cr in India operations for expansion",https://www.financialexpress.com/industry/banking-finance/deutsche-bank-infuses-rs-2700-cr-in-india-operations-for-expansion/2052848/,,
